ID_HASH;TIPO_DOCUMENTO;ETNIA;GENERO;ESTADO_CIVIL;DESCRIPCION_CIUDADANIA;PROVINCIA_RESIDENCIA;PAIS_RESIDENCIA;PAIS_NACIMIENTO;DISCAPACIDAD;TIPO_DISCAPACIDAD;PORCENTAJE_DISCAPACIDAD;DESCRIP_TIPO_DOCUMENTO;PROGRAMA;PROGAMA_DESC;AREA_MATERIAS;NIVEL_POR_MATERIAS;NIVEL_POR_ASIG_APROBADAS;PERIODO;DESC_PERIODO;NIVEL2;NIVEL_ESTUDIO_PROGRAMA;CODIGO_FACULTAD;FACULTAD;DENOMINACION_A_N;TIENE_PAGO;TIENE_SALDO;SEMESTRE_INTERNACIONALIZACION
4b72134b107a669e;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A026;Administración Empresas;A026-07;7;6.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
9322e42f3a2188c7;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A032;Derecho;A032-07;7;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
3f59c79313086bd9;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A026;Administración Empresas;A026-06;6;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
be2a6af7af49fbda;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A027;Contabilidad Auditoria;A027-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
e9d6a9f46249be99;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A061;Diseño de Productos;A061-07;7;;202266;Segundo P. Ord. 2022 Grado;65;GRADO;78;Escuela de Ingeniería;NUEVO;SI;NO;
4aa7bb0e78d1a02f;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A032;Derecho;A032-06;6;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
b5ce9d6181bb42aa;;Mestizo; Mujer;Soltero;Ecuatoriano;COTOPAXI;Ecuador;;NO;;;Cédula;A027;Contabilidad Auditoria;A027-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
fa268fca8261fc4a;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A031;Psicología;A031-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
e2594e0cac354739;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A031;Psicología;A031-05;5;;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
e2594e0cac354739;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A031;Psicología;A031-06;6;;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
e46b42b95134c4a2;;Mestizo; Mujer;Soltero;Ecuatoriano;COTOPAXI;Ecuador;;NO;;;Cédula;A032;Derecho;A032-07;7;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
5bd55c1064f31e1a;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A031;Psicología;A031-06;6;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
e8a6ca63ca2504f0;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A032;Derecho;A032-07;7;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
1ce79186d5d97fac;;Mestizo;Hombre;Soltero;Ecuatoriano;CHIMBORAZO;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-06;6;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
83cc405175995f6e;;Mestizo;Hombre;Soltero;Ecuatoriano;COTOPAXI;Ecuador;;NO;;;Cédula;A030;Tecnologías de Información;A030-06;6;;202261;Primer P. Ord. 2022 Grado;65;GRADO;40;Escuela de Ing. en Sistemas A;ANTIGUO;SI;NO;
556e2b88fade54cb;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-06;6;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
6ab74d64fefbd123;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-07;7;;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
a3c9dcc634417b2f;;Mestizo;Hombre;Soltero;Ecuatoriano;COTOPAXI;Ecuador;;NO;;;Cédula;A029;Sistemas de Información;A029-06;6;;202261;Primer P. Ord. 2022 Grado;65;GRADO;40;Escuela de Ing. en Sistemas A;ANTIGUO;SI;NO;
92d9e6fde37d96a4;;Mestizo; Mujer;Soltero;Ecuatoriano;SANTO DOMINGO DE LOS TSACHILAS;Ecuador;;NO;;;Cédula;A031;Psicología;A031-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
2c929f01a3797d0b;;Mestizo; Mujer;Soltero;Ecuatoriano;COTOPAXI;Ecuador;;NO;;;Cédula;A032;Derecho;A032-06;6;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
8eec279ea50a8fa7;;Mestizo; Mujer;Casado;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A061;Diseño de Productos;A061-07;7;;202266;Segundo P. Ord. 2022 Grado;65;GRADO;78;Escuela de Ingeniería;NUEVO;SI;NO;
406af8fb8209b44a;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-02;2;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
d3b1cbde5acc9c31;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A026;Administración Empresas;A026-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
6a4d2665470dc840;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A032;Derecho;A032-06;6;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
e8371d0ec7b95ec8;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A028;Diseño de Productos;A028-06;6;;202261;Primer P. Ord. 2022 Grado;65;GRADO;28;Escuela de Diseño Industrial A;ANTIGUO;SI;NO;
123eca66c8820d3a;;Mestizo;Hombre;Soltero;Ecuatoriano;BOLIVAR;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-06;6;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
bf0fa8797a3b3e1c;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A032;Derecho;A032-06;6;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
1f50da7f48f20184;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-06;6;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
233c08988ee60dd1;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A026;Administración Empresas;A026-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
fa61b7219f87813e;;Mestizo; Mujer;Soltero;Ecuatoriano;COTOPAXI;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-08;8;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
eeccfc9114c8aa53;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
7dd851f9cd16cc98;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A012;Psicología Organizacional ;A012-10;10;5.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
14bd66a8c3c8c338;;Mestizo;Hombre;Soltero;Ecuatoriano;COTOPAXI;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-07;7;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
4e5a26fd0f08a63a;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-08;8;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
996dd5eadf4446e2;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A026;Administración Empresas;A026-06;6;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
cf473df6e1073e1d;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A013;Psicología Clínica;A013-10;10;10.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
aa78e6ade42cffe2;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A051;Psicología Clínica;A051-03;3;;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
b6ab9d59cb451268;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;;NO;;;Cédula;A026;Administración Empresas;A026-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
ca687924549caa57;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-08;8;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
1331b95554f509a9;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-07;7;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
1331b95554f509a9;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-08;8;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
d6e2c573f172a7a1;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-08;8;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
2cb3fb1ea49c1bc6;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A013;Psicología Clínica;A013-10;10;10.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
c15a2186f672d7e7;;Mestizo; Mujer;Soltero;Ecuatoriano;COTOPAXI;Ecuador;Ecuador;NO;;;Cédula;A028;Diseño de Productos;A028-07;7;;202261;Primer P. Ord. 2022 Grado;65;GRADO;28;Escuela de Diseño Industrial A;ANTIGUO;SI;NO;
6e1dcb81786d1fd5;;Mestizo; Mujer;Soltero;Ecuatoriano;CHIMBORAZO;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-07;7;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
7143cc9a9f9a2ace;;Mestizo;Hombre;Soltero;Ecuatoriano;CHIMBORAZO;Ecuador;Ecuador;NO;;;Cédula;A013;Psicología Clínica;A013-10;10;10.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
ce1ae0ec2cc5a468;;Mestizo; Mujer;Soltero;Ecuatoriano;COTOPAXI;Ecuador;Ecuador;NO;;;Cédula;A013;Psicología Clínica;A013-10;10;10.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
7d7eaa0dd133c904;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-08;8;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
5e6919f4782aa491;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-08;8;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
a824a76b4683d7c4;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-08;8;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
6b504c991686d33c;;Mestizo;Hombre;Soltero;Ecuatoriano;COTOPAXI;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-08;8;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
d7f8662f5ca7f1d2;;Mestizo;Hombre;Casado;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-07;7;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
0a88c3ea52ab16db;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-09;9;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
2f36975e8536a06f;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-07;7;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
2f36975e8536a06f;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-08;8;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
bf0c34b50d777f9e;;Mestizo;Hombre;Casado;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A027;Contabilidad Auditoria;A027-07;7;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
0ef12d9df84862dc;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-09;9;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
edf2e9d5fdce6450;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-07;7;7.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
feb16b0b5f6465e6;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-07;7;6.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
02e80dad5a1fcd28;;Mestizo; Mujer;Soltero;Ecuatoriano;COTOPAXI;Ecuador;Ecuador;NO;;;Cédula;A013;Psicología Clínica;A013-10;10;10.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
082fe4040b070f9c;;Mestizo; Mujer;Casado;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-07;7;1.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;NUEVO;SI;NO;
de2f32e7ca4faec1;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-08;8;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
5ddf6196a331c767;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A026;Administración Empresas;A026-08;8;8.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;37;Escuela de Adm. de Empresas A;ANTIGUO;SI;NO;
34be1beecace62c9;;Mestizo;Hombre;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-02;2;;202266;Segundo P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
79ceab34db4f8fd5;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-07;7;9.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
f9720f4840da0565;;Mestizo; Mujer;Soltero;Ecuatoriano;TUNGURAHUA;Ecuador;Ecuador;NO;;;Cédula;A031;Psicología;A031-07;7;8.0;202261;Primer P. Ord. 2022 Grado;65;GRADO;41;Escuela de Psicología - AMB;ANTIGUO;SI;NO;
48b0497143870108;;Mestizo; Mujer;Soltero;Ecuatoriano;CAÑAR;Ecuador;Ecuador;NO;;;Cédula;A032;Derecho;A032-09;9;9.0;202266;Segundo P. Ord. 2022 Grado;65;GRADO;29;Escuela de Jurisprudencia;ANTIGUO;SI;NO;
d37a966692a01bcc;;Mestizo; Mujer;Casado;Ecuatoriano;COTOPAXI;Ecuador;Ecuador;NO;;;Cédula;A028;Diseño de Productos;A028-07;7;;202261;Primer P. Ord. 2022 Grado;65;GRADO;28;Escuela de Diseño Industrial A;ANTIGUO;SI;NO;
